,Object Number,Is Highlight,Is Public Domain,Object ID,Department,Title,Culture,Artist Display Name,Artist Display Bio,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,Country,Classification,Link Resource,Metadata Date,Repository
857,53.14,False,True,440,American Decorative Arts,Bedstead,American,Unknown,1781-1841,Unknown,American,1781,1841,1810–30,1810,1830,Oak,32 x 47 1/2 x 70 1/2 in. (81.3 x 120.7 x 179.1 cm),"Gift of Joseph Downs, 1953",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/440,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
858,53.179.4,False,True,441,American Decorative Arts,Bedstead,American,Unknown,1731-1791,Unknown,American,1731,1791,1760–1800,1760,1800,"Tulip poplar, white pine",81 x 52 7/8 x 77 in. (205.7 x 134.3 x 195.6 cm),"Gift of Mrs. Screven Lorillard, 1953",Possibly made in|Possibly made in,United States|United States,Furniture,http://www.metmuseum.org/art/collection/search/441,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
859,1981.226,False,True,442,American Decorative Arts,Bedstead,"American, Shaker",Unknown,1801-1861,Unknown,American,1801,1861,1830–60,1830,1860,"Maple, pine",71 x 30 x 31 in. (180.3 x 76.2 x 78.7 cm),"Purchase, Anonymous Gift, 1981",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/442,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
860,68.97.13,False,True,445,American Decorative Arts,Bedstead,American,Baumann Brothers,1848-1908,Baumann Brothers,American,1848,1908,ca. 1880,1877,1880,Maple,63 3/8 x 39 x 81 in. (161 x 99.1 x 205.7 cm),"Purchase, Anonymous Gift, 1968",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/445,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
861,1986.47.1,False,True,446,American Decorative Arts,"Bedstead from the Henry Gurdon Marquand House, New York City",American,Unknown,1852-1912,Unknown,American,1852,1912,1881–84,1881,1884,"Bird's-eye maple, maple, and tulip poplar",51 1/2 x 49 1/4 x 16 3/4 in. (130.8 x 125.1 x 42.5 cm),"Friends of the American Wing Fund, 1986",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/446,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
862,30.120.298,False,False,447,American Decorative Arts,Bell,American,Unknown,1771-1831,Unknown,American,1771,1831,1800–1900,1800,1900,Free-blown aquamarine glass,H. 4 7/8 in. (12.4 cm); Diam. 4 in. (10.2 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/447,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
863,31.21.2,False,False,448,American Decorative Arts,Bell,American,Unknown,1771-1831,Unknown,American,1771,1831,1800–1900,1800,1900,Free-blown aquamarine glass,H. 14 in. (35.6 cm); Diam. 17 in. (43.2 cm),"Gift of Mrs. J. Insley Blair, 1931",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/448,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
864,Inst.1983.2,False,False,449,American Decorative Arts,Bell Pull,American,Unknown,1821-1881,Unknown,American,1821,1881,1850–60,1850,1860,"Brass, porcelain",7 × 4 in. (17.8 × 10.2 cm),"Gift of Samuel J. Dornsife, 1983",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/449,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
865,10.125.591,False,False,450,American Decorative Arts,Bellows,American,Unknown,1671-1731,Unknown,American,1671,1731,1700–1900,1700,1900,"Wood; Walnut, leather, brass",H. 20 in. (50.8 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,United States,Natural Substances,http://www.metmuseum.org/art/collection/search/450,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
866,25.154,False,False,451,American Decorative Arts,Bellows,American,Unknown,1821-1881,Unknown,American,1821,1881,1850–1900,1850,1900,"Wood; Ash, cherry, brass, leather",21 x 8 1/2 in. (53.3 x 21.6 cm),"Gift of George H. Kent, 1925",Made in,United States,Natural Substances,http://www.metmuseum.org/art/collection/search/451,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
867,46.140.738,False,True,452,American Decorative Arts,Bellows,American,Unknown,1851-1911,Unknown,British,1851,1911,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,England,Glass,http://www.metmuseum.org/art/collection/search/452,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
868,1971.180.66,False,True,453,American Decorative Arts,Bellows,American,Unknown,1771-1831,Unknown,British,1771,1831,1800–1830,1800,1830,"Wood, leather, brass",17 5/16 x 7 5/16 in. (44 x 18.6 cm),"Bequest of Flora E. Whiting, 1971",Probably made in,England,Natural Substances,http://www.metmuseum.org/art/collection/search/453,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
869,10.125.19,False,True,454,American Decorative Arts,Bench,"Dutch, probably",Unknown,1668-1728,Unknown,Dutch,1668,1728,ca. 1700,1697,1700,"Spruce, white oak",17 1/2 x 33 1/2 x 14 in. (44.5 x 85.1 x 35.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,Netherlands,Furniture,http://www.metmuseum.org/art/collection/search/454,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
870,34.100.20,False,True,455,American Decorative Arts,Bench,American,Unknown,1711-1771,Unknown,American,1711,1771,1740–80,1740,1780,Yellow pine,19 3/4 x 71 x 13 in. (50.2 x 180.3 x 33 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/455,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
871,34.100.29,False,True,457,American Decorative Arts,Sleigh Seat,American,Unknown,1768-1828,Unknown,American,1768,1828,ca. 1800,1797,1800,Cherry,20 3/4 x 30 1/2 x 10 3/4 in. (52.7 x 77.5 x 27.3 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/457,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
872,66.10.2,False,True,458,American Decorative Arts,Bench,"American, Shaker",Unknown,1796-1856,Unknown,American,1796,1856,1825–50,1825,1850,Pine,26 1/2 x 94 x 12 in. (67.3 x 238.8 x 30.5 cm),"Friends of the American Wing Fund, 1966",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/458,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
873,66.10.4,False,True,459,American Decorative Arts,Bench,"American, Shaker",Unknown,1818-1878,Unknown,American,1818,1878,ca. 1850,1847,1850,Pine,16 5/8 x 35 1/2 x 9 1/2 in. (42.2 x 90.2 x 24.1 cm),"Friends of the American Wing Fund, 1966",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/459,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
874,1979.19,False,True,464,American Decorative Arts,Bench,American,Unknown,1821-1881,Unknown,American,1821,1881,1850–60,1850,1860,Cast iron,34 1/2 x 55 3/8 x 20 3/4 in. (87.6 x 140.7 x 52.7 cm),"Gift of Berry B. Tracy, 1979",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/464,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
875,83.2.258,False,True,465,American Decorative Arts,Figure of Benjamin Franklin,British (American market),Unknown,1806-1866,Unknown,British,1806,1866,1835–45,1835,1845,"Earthenware, transfer-printed",H. 14 3/4 in. (37.5 cm),"Gift of William H. Huntington, 1883",Made in,England,Ceramics,http://www.metmuseum.org/art/collection/search/465,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
876,83.2.221,False,True,466,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Louis Benjamin Huber Defeuille,1771-1831,Louis Benjamin Huber Defeuille,French,1771,1831,1800–1883,1800,1883,Ivory,3 1/4 x 2 5/8 in. (8.3 x 6.7 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/466,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
877,83.2.215,False,True,467,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Jacques Thouron|Weyller,1747-1807,Jacques Thouron|Weyller,French,1747,1807,1776–1883,1776,1883,Enamel,2 3/8 x 2 in. (6 x 5.1 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/467,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
878,83.2.216,False,True,468,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Jacques Thouron,1747-1807,Jacques Thouron,French,1747,1807,1776–1883,1776,1883,Ivory,Diam. 3 3/16 in. (8.1 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/468,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
879,83.2.219,False,True,469,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Jacques Thouron,1747-1807,Jacques Thouron,French,1747,1807,1776–1883,1776,1883,Enamel,3 7/8 x 2 7/8 in. (9.8 x 7.3 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/469,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
880,83.2.220,False,True,470,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Probably porcelain,3 x 2 3/8 in. (7.6 x 6 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/470,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
881,83.2.235,False,True,472,American Decorative Arts,Portrait of Benjamin Franklin,British (American market),Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Panel,Diam. 3 1/8 in. (7.9 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/472,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
882,83.2.238,False,True,473,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Ivory,Diam. 2 3/4 in. (7 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/473,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
883,83.2.239,False,True,474,American Decorative Arts,Plaque Portrait of Benjamin Franklin,British (American market),Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Oil on cardboard,Diam. 5 1/8 in. (13 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/474,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
884,83.2.250,False,True,475,American Decorative Arts,Portrait of Benjamin Franklin,British (American market),Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Ivory,Diam. 4 3/8 in. (11.1 cm),"Gift of William H. Huntington, 1883",Made in,France,Natural Substances,http://www.metmuseum.org/art/collection/search/475,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
885,83.2.234,False,True,482,American Decorative Arts,Portrait of Benjamin Franklin,American,Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Oil on wood,5 5/8 x 3 1/2 in. (14.3 x 8.9 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/482,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
886,83.2.236,False,True,483,American Decorative Arts,Portrait of Benjamin Franklin,American,Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Panel,5 3/8 x 4 in. (13.7 x 10.2 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/483,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
887,83.2.233,False,True,484,American Decorative Arts,Medallion of Benjamin Franklin,American,Unknown,1747-1807,Unknown,French,1747,1807,1776–1883,1776,1883,Oil on wood,5 3/4 x 4 1/4 in. (14.6 x 10.8 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/484,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
888,83.2.248,False,True,486,American Decorative Arts,Portrait of Benjamin Franklin,American,Unknown,1747-1807,Unknown,Japanese,1747,1807,1776–1883,1776,1883,Canvas,13 3/8 x 10 7/8 in. (34 x 27.6 cm),"Gift of William H. Huntington, 1883",Made in,Japan,Paintings,http://www.metmuseum.org/art/collection/search/486,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
889,83.2.217,False,True,487,American Decorative Arts,Mask Cast of Benjamin Franklin,American,Unknown,1771-1831,Unknown,French,1771,1831,1800–1883,1800,1883,Painted plaster,4 1/4 x 4 1/8 in. (10.8 x 10.5 cm),"Gift of William H. Huntington, 1883",Made in,France,Sculpture,http://www.metmuseum.org/art/collection/search/487,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
890,83.2.213,False,True,493,American Decorative Arts,Medallio,American,Unknown,1771-1831,Unknown,Italian,1771,1831,1800–1883,1800,1883,Alabaster,Diam. 5 7/8 in. (14.9 cm),"Gift of William H. Huntington, 1883",Probably made in,Italy,Natural Substances,http://www.metmuseum.org/art/collection/search/493,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
891,83.2.218,False,True,495,American Decorative Arts,Portrait Miniature of Benjamin Franklin,American,Jacques Thouron,1747-1807,Jacques Thouron,French,1747,1807,1776–1883,1776,1883,Ivory,Diam. 2 1/2 in. (6.4 cm),"Gift of William H. Huntington, 1883",Made in,France,Paintings,http://www.metmuseum.org/art/collection/search/495,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
892,47.137.8,False,True,496,American Decorative Arts,Portrait Panel of Benjamin Franklin,American,Unknown,1748-1808,Unknown,German,1748,1808,ca. 1780,1777,1780,"Linden, holly, sycamore or harewood",11 1/4 x 9 1/4 in. (28.6 x 23.5 cm),"Gift of Mrs. J. Insley Blair, 1947",Probably made in,Germany,Natural Substances,http://www.metmuseum.org/art/collection/search/496,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
893,83.2.201,False,True,497,American Decorative Arts,Plaqu,American,Unknown,1747-1807,Unknown,French,1747,1807,1776–1800,1776,1800,Ivory,4 1/16 x 3 in. (10.3 x 7.6 cm),"Gift of William H. Huntington, 1883",Probably made in,France,Natural Substances,http://www.metmuseum.org/art/collection/search/497,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
894,83.2.225,False,True,498,American Decorative Arts,Portrait Bust of Benjamin Franklin,American,Unknown,1771-1831,Unknown,French,1771,1831,1800–1883,1800,1883,Stone,Diam. 3 3/16 in. (8.1 cm),"Gift of William H. Huntington, 1883",Probably made in,France,Natural Substances,http://www.metmuseum.org/art/collection/search/498,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
895,83.2.240,False,True,499,American Decorative Arts,Portrait of Benjamin Franklin,American,Unknown,1771-1831,Unknown,French,1771,1831,1800–1883,1800,1883,Stone,5 3/4 x 3 7/8 in. (14.6 x 9.8 cm),"Gift of William H. Huntington, 1883",Made in,France,Natural Substances,http://www.metmuseum.org/art/collection/search/499,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
896,83.2.251,False,True,500,American Decorative Arts,Portrait of Benjamin Franklin,American,Unknown,1771-1831,Unknown,Japanese,1771,1831,1800–1883,1800,1883,Silk,11 3/4 x 10 in. (29.8 x 25.4 cm),"Gift of William H. Huntington, 1883",Made in,Japan,Paintings,http://www.metmuseum.org/art/collection/search/500,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
897,83.2.188,False,True,502,American Decorative Arts,Statuett,American,Unknown,1771-1831,Unknown,German,1771,1831,1800–1883,1800,1883,Bronze,H. 9 1/4 in. (23.5 cm),"Gift of William H. Huntington, 1883",Probably made in,Germany,Metal,http://www.metmuseum.org/art/collection/search/502,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
898,10.125.638,False,True,507,American Decorative Arts,Betty Lamp,American,Unknown,1571-1631,Unknown,American,1571,1631,1600–1700,1600,1700,Iron,H. 10 in. (25.4 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/507,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
899,34.100.191,False,True,508,American Decorative Arts,Betty Lamp,American,Unknown,1696-1756,Unknown,American,1696,1756,1725–75,1725,1775,Iron,11 1/2 x 4 1/2 in. (29.2 x 11.4 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/508,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
900,34.100.192,False,True,509,American Decorative Arts,Betty Lamp,American,Unknown,1696-1756,Unknown,American,1696,1756,1725–75,1725,1775,Iron,8 x 4 in. (20.3 x 10.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/509,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
901,1978.302.159,False,True,510,American Decorative Arts,Betty Lamp,American,Unknown,1671-1731,Unknown,American,1671,1731,1700–1800,1700,1800,Wrought iron,H. 6 in. (15.2 cm),"Gift of Mrs. James A. Cole, 1978",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/510,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
902,1978.302.160,False,True,511,American Decorative Arts,Betty Lamp,American,Unknown,1671-1731,Unknown,American,1671,1731,1700–1800,1700,1800,Wrought iron,H. 4 1/2 in. (11.4 cm),"Gift of Mrs. James A. Cole, 1978",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/511,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
903,54.186,False,True,513,American Decorative Arts,Bible,British,John Hays,1645-1705,John Hays,British,1645,1705,1674 edition,1674,1674,"Paper, leather",17 1/8 x 11 1/4 in. (43.5 x 28.6 cm),"Anonymous Gift, 1954",Made in,England,Natural Substances,http://www.metmuseum.org/art/collection/search/513,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
904,35.62,False,False,514,American Decorative Arts,Bible,American,Hodge and Campbell,"American, New York",Hodge and Campbell,American,1763,1823,1792,1792,1792,Paper,16 3/4 x 10 1/4 in. (42.5 x 26 cm),"Rogers Fund, 1935",Made in,United States,Natural Substances,http://www.metmuseum.org/art/collection/search/514,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
905,24.209,False,False,515,American Decorative Arts,Bible,American,Jacob and Hendrick Keur,1715-1775,Jacob and Hendrick Keur,Dutch,1715,1775,1744,1744,1744,"Paper, leather, brass",13 5/8 x 9 in. (34.6 x 22.9 cm),"Gift of Mrs. J. Insley Blair, 1924",Made in,Netherlands,Natural Substances,http://www.metmuseum.org/art/collection/search/515,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
